NID,Topic,Topic Created,Topic Body
37299,Digital story telling in Mandarin,10/12/15 12:46,"Hello, My colleague teaches Mandarin.  I am a Computer Science teacher.  We would like to do digital storytelling using Scratch in her Chinese class.  I know that I can convert Scratch to the Mandarin language.  But what I really want to do is have the sprites say ""whatever the students want them to say"" in Mandarin.  We can translate the Scratch interface to Mandarin but when we type into the Scratch say block, the text is in English.  Two questions: 1) Can we translate the Scratch interface and have whatever is typed into blocks be in Mandarin? 2) Can we keep the Scratch interface in English but have the students type text input to blocks in Mandarin? Thanks very much for any answers, Mayra"
37299,Digital story telling in Mandarin,10/19/15 13:11,"Hi Mayra, Thanks for posting this question. Here are answers (from the Scratch Team): 1) Only the name of the blocks are translated. The text written inside of the block will not be translated. What goes in, goes out. 2) Yep! Hope this helps! Willa"
12068,Discussion Group for BYOB/Snap! Users,3/8/12 12:32,"Hi all, Does anybody know or have plans to start a discussion group or forum for people who are teaching with BYOB/Snap! as much as with Scratch? I'm teaching a college programming course right now with the sequence Scratch -> BYOB -> Python and there are times when I'ld really like to be able to ask for ideas for teaching or questions specific to BYOB. Let me know. Thanks! - mulhern"
12068,Discussion Group for BYOB/Snap! Users,3/8/12 13:02,"Hi Anne, You might want want to send an email to Brian Harvey about how/where they'll be dealing with BYOB/Snap! educator support. Sincerely, K"
12068,Discussion Group for BYOB/Snap! Users,3/9/12 10:45,"Do you know about our ""Beauty and Joy of Computing"" curriculum?  It's an AP CS Principles pilot based on BYOB (soon to be Snap!).  Check it out at http://bjc.berkeley.edu Also check out the progress of Snap! development at snap.berkeley.edu/run I'm bh@cs.berkeley.edu if you want to chat."
12068,Discussion Group for BYOB/Snap! Users,3/16/12 8:33,"Done! Brian, we've already communicated via email about this idea. - mulhern"
9628,discussion subscriptions,4/26/11 14:37,"Hi, i've just subscribed to the page ""Discussion"" since i'd like to be notified about every change in every topic. Is it the right way to get it ? If so, why does the green ""subscribe"" mark appear all the same in other threads ? Just to be sure that i don't miss important notifications and updates :) Thank you !"
9628,discussion subscriptions,4/26/11 17:51,"Hi Roberto, Yes, that's the right way to get notifications about every change in the discussions area. There are also ""subscribe"" options on every thread, if you want another, different type of subscription for particular threads. :) You can manage your subscriptions (types, send methods, send intervals) from your user profile page under the ""Subscriptions"" tab. There's a video demoing the subscriptions in this thread. I hope that answers your question -- please let me know if you have any other questions! Thanks, K"
18725,"Do a Project Summary to see the ""code""",5/24/13 9:55,"In Scratch 1.4 a REALLY useful feature was Shift-File then save Project Summary. This enabled me to convince students that they had actually created software programs because there was readible computer code available to see and read. PLEASE tell me that Scratch 2 will give us some way of saying to students that they really have made code by being able to show them! Rgds TJB,."
1805,Do we have any research about SCRATCH showing the importance of SCRATCH for Junior High ?,12/2/09 23:42,Is their any research or study about using SCRATCH in Junior High schools ?  and why it could be important for the students ?
1805,Do we have any research about SCRATCH showing the importance of SCRATCH for Junior High ?,1/25/10 14:05,"You might be interested in Scratch: Programming for All, an article recently published in Communications of the ACM. Also, there is a list of Scratch-related papers and presentations on the Scratch website at http://info.scratch.mit.edu/Research The program from Scratch@MIT 2008 might also be of interest -- http://events.scratch.mit.edu/conference/2008/program.html. Let me know if that helps! Thanks, K"
1805,Do we have any research about SCRATCH showing the importance of SCRATCH for Junior High ?,8/8/12 16:08,"Is Scratch: Programming for All peer reviewed? I could not find this in the citation. I use Scratch for about 12 weeks in my Middle School class yearly and want to get as much juried content for a paper I'm doing for my Doctorate. This coming school year will be my sixth year (I think) using Scratch. Thanks, Rich"
1805,Do we have any research about SCRATCH showing the importance of SCRATCH for Junior High ?,8/15/12 1:40,"Hi Rich, My group has been doing extensive educational research on learning CS concepts through Scratch by junior high school students. We (my colleagues are Orni Meerbaum-Salant and Michal Armoni) have already published two preliminary reports in ACM CS education conferences and are currently preparing a final report to submit for publication. The paper ""Learning Computer Science Concepts with Scratch"" maps various exercises in Scratch into a new cognitive taxonomy that combines the well-known Bloom and SOLO taxonomies. It shows what students are capable of learning at this age. The paper ""Habits of Programming in Scratch"" has some bad news: students develop bad habits of program design. Our overall conclusions are that a good teacher is essential to optimize students' learning - big surprise :-)). We have some good new coming out: we traced the students who learned Scratch as they learned ""real"" programming languages in senior high school and found that experience with Scratch significantly facilitates learning. When the teacher starts to talk about loops in Java or C#, the kids say: ""Oh, we know all about loops""! You can download our articles from the ACM Digital Library. If you don't have access, you can download them for free by going to my website http://www.weizmann.ac.il/sci-tea/benari/, clicking on ""ACM Author-Izer"" and using the links there. Best regards, Moti Ben-Ari"
1805,Do we have any research about SCRATCH showing the importance of SCRATCH for Junior High ?,12/15/12 10:14,"Hi Rich, The Scratch: Programming for All article was requested by the editor-- and thus is not peer reviewed. Great to hear you're continuing to teach Scrach while working on your doctorate. Natalie"
1805,Do we have any research about SCRATCH showing the importance of SCRATCH for Junior High ?,3/20/16 16:48,Dear mates Audio Slides SCRATCH RESEARCH https://www.youtube.com/watch?v=aXJ18vIfeH0&feature=youtu.be Visual programming languages integrated across the curriculum in elementary school: A two year case study using “scratch” in five schools Source: http://dx.doi.org/10.1016/j.compedu.2016.03.003 Computers & Education Available online 10 March 2016
47132,Do your students keep Creative Computing Design Journals?,1/30/17 9:42,"Do you use the Creative Computing Guide in your classroom? Do your students keep Design Journals, where they can brainstorm ideas and reflect on their learning? We'd love your help gathering examples* of student journals to share with the online community. *Physical and digital examples are welcome, as well as any insights from your practice, such as how you structure the journaling process. Thanks! The ScratchEd Team"
47132,Do your students keep Creative Computing Design Journals?,1/30/17 11:04,"Here is the link to a current Design Journal for a 4th Grade pair-programming video game design project. The design journal is still under development, but this is a Google Slides format, so you may view it as the classroom teachers and I work on changing it to meet both the Social Studies and Computer Science content area goals/objectives. https://docs.google.com/presentation/d/1ggE5iMYR54gtHtD5fjX2O2TAZoieZoeIXbNX4AxLO3s/edit?usp=sharing"
47132,Do your students keep Creative Computing Design Journals?,1/30/17 11:26,"Awesome! Thanks for sharing, as always, Alexis! Willa"
47132,Do your students keep Creative Computing Design Journals?,1/31/17 5:39,"I do Scratch workshops in series of ten after school. In their journals (10 blank A4 sheets stapled together) they write and draw plans and stories and their reflections. In the last 10 minutes it is 5 minutes totally quiet and everyone works in the design journal. Then starts the tiding up. And the next lesson I always read a few journals. After a few lessons a student suggested that it was better if they could work with colors. Then they could better clarify some things and would make it look nicer. My experience is that analoge journals gives them good focus, generates a lot of attention for their actions, creativity and diversity, is more inviting to work in the design journal at other times. The frontal reading and scroll back increases the importance of reflection. At the closing exhibition after 10 lessons for parents and family  the design journals were amongst other items (videos,  projects, activities and photos) a real attention grabber and much cause for conversation. I made an impression of some jounal pages https://youtu.be/0zR325nrzxM"
47132,Do your students keep Creative Computing Design Journals?,1/31/17 14:58,"Thank you for sharing this video and description, Cobie. I noticed their use of color immediately, and it's exciting to see the diverse ways in which they express their processes and products. Best, Willa"
47132,Do your students keep Creative Computing Design Journals?,2/4/17 7:40,Very nice: I'm giving a Scratch course in my school (as a parent) and I did not have the idea to let my pupils make some kind of journal. I will do now! Ulrich
13241,Documentation,6/28/12 8:36,"It is necessary to document or evidence sequencing or programming, is there a way for a student to print the entire code base for a project so that it could be annotated and used as evidence of having achieved certain skills or levels in programming? Rgds TJB."
13241,Documentation,6/28/12 8:58,The suggestions in this thread might be helpful...
2644,Does Scratch meet specific state mandated objectives?,2/14/10 14:49,"I am writing a university paper and am looking for some feedback... Is anyone struggling with the conflict between letting students create and explore on their own versus ensuring that you are covering specific state-mandated objectives. I like the idea of giving my students some freedom to express themselves and explore on their own, but each day we spend doing this I know I am falling farther and farther behind in terms of covering the objectives I am expected to cover. How are other people dealing with this issue? Thank you for your input"
2644,Does Scratch meet specific state mandated objectives?,2/14/10 17:44,"In a word, yes!  You nailed the challenge.  Figuring out how to do both has me looking for ways to integrate Scratch (and other creative projects) as a means to get at state objectives.  How can Scratch be a tool in for how we teach what we are required to teach? What is your context?  My math class just used Scratch to explore similarity as part of a textnbook chapter .  I thought about skipping the Scratch because we are behind the pacing guide, but scolded myself about covering distance vs. teaching so kids get it.   I did simplify the projct.  It added three days to the unit, and now they understand coordinates and scale factors a whole lot better. Karen R"
2644,Does Scratch meet specific state mandated objectives?,2/15/10 14:18,"I have been able to create several projects that address specific state objectives; however, often times they seem contrived. I have gotten to the point where I think perhaps we've been going at it backwards. Instead of the ""real world"" conforming to our state objectives, perhaps the objectives need to be reevaluated to meet the needs of the real world."
2644,Does Scratch meet specific state mandated objectives?,2/24/10 8:19,Hi im using Scratch with primary children in the UK (for my honours project)  I have managed to use some maths ojbectives from the curriculum as well as the  computing science and combine them.  My lessons are structured so that the kids can get a bit of time at the end to explore on their own.
2644,Does Scratch meet specific state mandated objectives?,2/27/10 0:20,Afek I have been using Scratch with 2nd grade for 3 years now.  We do a unit where the children animate a folk tale.  Over the course of the unit they have a lot of creative freedom but the assignment also keeps them focused on literacy objectives.  I think good inquiry projects always involves a balance.  They need to be focused enough so that the children know what to do and certain objectives are met.  They also need to be open enough so that children can express their creativity.
56592,Does your school teach CS? 5-minute survey for Code.org!,7/6/18 13:47,Hi everyone! See below for a message from our friends at Code.org: We want to celebrate schools that teach CS! Code.org is currently working to gather data from every school in the country about the types of computer science activities offered. We want to celebrate the incredible efforts that Scratch educators have made to get computer science into their schools. Make sure your school gets counted by filling out the 5-minute survey for your school at code.org/yourschool
13160,Don't forget to register for Scratch@MIT 2012!,6/21/12 13:33,"Hi everyone, Just a quick update about Scratch@MIT conference registration... If you're hoping to attend the Scratch conference and haven't already registered, I'd recommend registering soon. At the time of this post (afternoon of Thursday, June 21), there are only 30 of 400 spots remaining. You can register online via the conference website. Of course, if you have any questions, please don't hesitate to let me know!"
13467,Dorm Rooms,7/18/12 18:58,I realize that the deadline for dorm rooms is past but I had a change in some of my plans and am just checking to see if anyone knows any possible cancellations or people looking for a room mate for Thursday/Friday night. Thanks for any advice or information. Tracy Rudzitis (NYC)
13467,Dorm Rooms,7/21/12 17:14,"Hi Tracy, It might be worth contacting the MIT on-campus housing office, even though the deadline has passed... See you soon!"
13467,Dorm Rooms,7/22/12 12:27,"that's okay, got a reservation at a place not too far away and within my budget! Can't wait for Thursday!!! see you all then!"
13467,Dorm Rooms,7/22/12 12:53,"OK, great -- glad to hear that you'll have a place to stay!"
12637,dorms? students?,5/5/12 8:14,"Hi all, I'm still planning to come with about 5 high school students who will be leading a workshop. We will be making some final plans this week. We'd love to connect with anyone else planning to stay in the dorms and/or bring students of any age. Please respond! We're planning to arrive late afternoon Wednesday and stay until the end on Saturday."
32796,Downloadable for Scratch,3/4/15 16:49,"Hello, I was wondering if there is a downloadable for scratch program? I have students I work with at many different schools, and not all of the schools are equipped with computers and internet. If there is a downloadable version, that would be amazing!"
32796,Downloadable for Scratch,3/4/15 18:04,"Hi Aliff, The offline version of Scratch is available for download at http://scratch.mit.edu/scratch2download. Sincerely, Michelle Chung, on behalf of the ScratchEd Team"
32796,Downloadable for Scratch,3/25/15 13:37,"Hi, Are there any plans for an offline Scratch version for Android and/or Chrome?  We are a Google CS First after-school club, and an offline version of Scratch for Chromebooks would be really helpful for when the Internet connection might be unavailable. http://jvcomputerclub.net Thanks! Ruth"
39801,Downloading a Scratch.pb,1/21/16 4:37,"Hi, I'm new to ScratchEd but not new to Scratch. I would like to download the PacMan.sb file to my laptop to teach in a School but dont seem to be able to do this. Any help would be much appreciated. I do have the .pdf document, think the game is great and would really challenge my pupils. ?Thanks Mike"
39801,Downloading a Scratch.pb,1/21/16 10:46,"Hi Mike, It looks like the file wasn't named correctly. I've attached a new file and renamed it (sb2 is the extension for Scratch projects). http://scratched.gse.harvard.edu/resources/how-build-simple-pac-man-game#comment-5267 I hope this works! Best, Willa"
39801,Downloading a Scratch.pb,1/22/16 5:09,"Dear Wilhelmina, Thanks for such a quick response and the change you have made. But, I'm afraid you didn't mention how to actually download the file. I've just done a 'Save Target As' (is this correct?) which does allow me to download the file as an HTML but quite a bit of the maze is missing. Is this as it should be or is there a better option? Kind Regards Mike"
39801,Downloading a Scratch.pb,1/26/16 12:03,"Hi Mike, Sorry for the lack of explanation. If you download and save the file and then upload the file into Scratch, it should work. (In Scratch, click ""create"" > ""file"" > ""upload from your computer"") Let me know if that works. Best, Willa"
39801,Downloading a Scratch.pb,1/27/16 4:29,"Dear Wilhelmina, Sorry it must be me not explaining myself very well. How do you download the file, in simple steps please? Kind Regards Mike"
39801,Downloading a Scratch.pb,1/27/16 8:54,"Hi Mike, Apologies for misunderstanding your question. I'm not sure if this will help, but here's what I see when I click on the pacman.sb2 file: If I click ""save file"" it automatically dowloads. Let me know if this helps. Best, Willa"
58383,Dr Scratch issues,9/30/18 22:25,Can anyone tell me please why I cannot get on to Dr Scratch Regards Cath
58383,Dr Scratch issues,10/2/18 15:02,"Hi Cath! It looks like it's back up now. It may have been down for maintenance! Best, Alexa"
58383,Dr Scratch issues,2/4/19 9:05,"Does Dr Scratch work with Scratch 3.0? Apparentrly not, am I missing something? Thanks"
58383,Dr Scratch issues,2/7/19 11:29,"Hi Laura, It does appear to be down at the moment. It looks like they have a beta version for Scratch 3, but perhaps they are still working some parts out? I'd suggest contacting their team at: team@drscratch.org to see what's going on! Best, Alexa"
11820,Due next Wednesday! Submit a proposal to Scratch@MIT 2012!,2/8/12 11:35,"Scratch@MIT is one of my favorite events -- it's a biennial conference that brings a wide variety of people working with Scratch together at MIT. It's a great opportunity to share your experiences (in the classroom, in informal settings, in research) with others. Submit a proposal before the deadline next week on Wednesday, February 15."
23721,Eco-Scratch,11/13/13 5:44,"Hi, the  European Week for Waste Reduction is coming, from 16th to 23rd November http://www.ewwr.eu/ Coderdojo Milan, Rome and Bologna, FubLab Bolzano, DIY Torino with three teachers of italian school, are developing resources about environmental education using Scratch. The developed resources will be used during this week and, later,  uploaded on ScratchED. The related studio is http://scratch.mit.edu/studios/249070/ There is an italian description here http://www.nonsolociripa.it/index.php/item/140-eco-scratch I am glad if the activity was expanded in other countries. Maria Beatrice"
712,editing and related,9/2/09 10:53,"hello, i cannot do the proper formatting of my posts, as you have already realized ...; i'd like to insert itemized lists, links and wraps etc., the way i see you do; but how ??? i am very sorry for the bad appearance of my posts; thanks"
712,editing and related,9/2/09 14:35,"Do you see tools above the post editor window? (Like bold, italics, un/ordered lists) What browser are you using?"
712,editing and related,9/9/09 10:25,I don't see any tools; the browser is Opera 9.10 on Xp; thank you
712,editing and related,9/9/09 13:25,"I'm sorry to hear that you're having problems with the editor. I've added a bug report, so that I can follow up on why that might be happening. A short term fix, though, would be to use a different web browser, like Firefox."
712,editing and related,9/10/09 13:34,"that's fine, i am using firefox 3.0.11 and i think it works better since i can see the toolbar you were pointing me to; for example this is an item and this another one thank you !"
712,editing and related,9/10/09 14:15,"Would it be possible to add a functionality like ""quote"" ? Some forums allow to report automatically in a reply some parts of another post a user want to reply to, exactely. In my opinion, it would be useful to understand what one is referring to, and what not. Thank you again."
712,editing and related,9/10/09 15:22,That looks good...thanks for being willing to experiment! :)
712,editing and related,9/10/09 15:31,I've added a quote-back feature to my development list. Thanks for the suggestion! K
46179,Educator Accounts,11/29/16 10:22,"I have been using a Scratch Educator account since September and I love it.  It takes away the hassle of getting parents to create and share account information with the school. I have hit a snag, though.  In one of my studios, I seem to have run out of space.  It this possible?  Is there a limit to the number of projects that can be added to a studio in an Educator Account?"
13054,Educator research,6/12/12 8:25,"Hi all My name is Orad Weisberg, third year student for interactive communication at IDC Israel. I am doing a research on Scratched community (that’s you) and I need your help with the research. All you need to do is go to the link below and fill quick questionnaire regarding your activities in the Scratched community. This will not take more than 2 minutes and it will be very helpful for me. If you want more details feel free to comment this post with any question you have Many thanks Orad Link to the questionnaire: https://docs.google.com/spreadsheet/viewform?formkey=dDItdFgyY0hjQmtyRjFHYnFLcHBna2c6MQ#gid=0"
9993,"Educator Show and Tell: A ScratchEd Webinar on Monday, June 27 at 7pm EST",6/20/11 22:38,"June 2011 Webinar: Educator Show and Tell Monday, June 27, 2011? 7pm-8pm EST? Hosted by Mitch Resnick Want to learn more about educators’ experiences with Scratch in the classroom? In this webinar, Mitch Resnick interviews three educators about their experiences using Scratch this school year. Mitch Resnick will be joined by special guests:? Lou Lahana ?Lisa Radden ?Laura Webber Join us online at http://connectpro53415882.adobeconnect.com/june2011/"
9993,"Educator Show and Tell: A ScratchEd Webinar on Monday, June 27 at 7pm EST",6/28/11 15:26,You can view the webinar recording at http://scratched.media.mit.edu/resources/educator-show-tell-june-2011-webinar
20887,Educator/Student Accounts,8/6/13 21:27,Anymore information on this?  School starts August 12th so I would like to have access soon.  :D
30952,Educator/Student accounts,12/8/14 21:37,I would like to know if these are available yet.
20887,Educator/Student Accounts,8/11/14 16:37,"The MIT Scratch Team has shared that the educator accounts won't be available until later this year, unfortunately. Meanwhile, other strategies for helping students set up accounts have been shared here - http://scratched.gse.harvard.edu/discussions/how-do-i/scratch-accounts-classroom-use I hope that helps!"
30952,Educator/Student accounts,1/30/15 7:53,"Thanks Lee Olney for the question. I'm facing the same ""problem"". Right now I'm on a project in Brazil that will bring Scratch to many students. This are part of an effort to bring computation thinking inside the public schools… and Scratch is one of the tools we developed In our lessons plans. From our experience I can tell you the biggest problems are: Lack of metrics: teachers must have the possibility of follow the students’ progress, so we need a dashboard to check the learning process of the student Fix e-mail login. In Brazil kids can’t have an e-mail until they have 14 years old."
30952,Educator/Student accounts,2/2/15 16:06,"Hi Lee, Scratch educator accounts are not available yet, but we'll let you know as soon as they launch. Sincerely, Michelle Chung, on behalf of the ScratchEd Team"
30952,Educator/Student accounts,2/6/15 8:17,Is it possible to have multiple students sign into the educator's account so to save their projects?
30952,Educator/Student accounts,2/6/15 17:36,"Hi Daniel, I've heard from other Scratch educators that your students can be logged out if too many people are logged into the same account at the same time, so I would recommend against it. I hope that helps. Let me know if you have any other questions. Sincerely, Michelle, on behalf of the ScratchEd Team"
30952,Educator/Student accounts,3/3/15 12:08,"Password sharing is not good practice. It may be understandable, but it should not be used. Solution(s)? let scratch use an ID that can be privately or school-assigned. Personally, I'd like to see google-id's used. 1. MIT already uses those for app-inventor. http://appinventor.mit.edu/explore/front.html 2. School-email-addresses are not limted to 13+ 3. In schoold that do no use google other email-addresses can be used to create google-account but that may raise the 13+issue. 4. After that google-groups or google+ circles can be used to manage groups and share folders.. 5. Reliable, widely used system. Mian advantage: for schools it can take away the burden of ID-management from the teacher and put it mainly with the school. After that teachers can just select groups and individuals. Creating a bespoke ID+grouping system will be expensive for MIT. There may be othr federated systems that can easily be used."
49589,Elementary level Technology Teaching position - Northampton MA,5/1/17 13:07,"Job opening:  Technology Teacher at the Smith College Campus School - The Campus School is  an independent elementary school (K-6).  The Campus School is also the lab school for the Smith College Department of Education and works closely with many other departments. I am retiring at the end of the 2016-17 school year after 20 years at this position.  It’s a great place to work.  Opportunities to experiment with new curriculum, supportive faculty and staff, tech support and network maintenance provided by the college IT services, engaged students and involved parents. Job has just been posted on the Smith College Hire Touch system.  Here’s the link: https://smithcollege.hiretouch.com/job-details?jobID=40677&job=ad0108-information-technology-teacher-specialist"
8785,Email notifications: New features and request for testing help!,1/2/11 11:44,"Hi everyone, We've finally had some time to upgrade the subscriptions and notifications features of ScratchEd. We've done some testing of the new features, but we could definitely use your help! If you notice any weirdness with the site or your email notifications, please send a message via the Contact Us form or via email to scratched at scratch.mit.edu. Here are three of my favorite new features from the upgrade: New interface for managing your subscriptions: Check out the Subscriptions tab on your profile page to add, delete, or modify your subscriptions. Auto-subscription to content: You can now opt to automatically be subscribed to anything you contribute to. For example, if you comment on a discussion topic, you will automatically receive notifications about new comments. Readable messages and digests: The notifications were really ugly and hard to read. We hope that the messages you receive are now more aesthetically and functionally pleasing! Here's a video that demos some of these new features (click the four-arrows icon next to ""vimeo"" for full-screen, and click the HD button for highest resolution video): We hope that you enjoy these new features. Please don't hesitate to let us know if you spot any bugs or if there are other features you would like. Sincerely, Karen (on behalf of the ScratchEd team)"
8785,Email notifications: New features and request for testing help!,1/3/11 12:41,Thanks for the new features! I'll definitely let you know if I have any comments. Happy new year! :)
8785,Email notifications: New features and request for testing help!,1/3/11 13:01,"Great, thanks so much!"
8785,Email notifications: New features and request for testing help!,1/7/11 5:51,"Autosubscribe is a welcome new feature and the video is a big help in showing all the other subscription options! For your feedback request, I'm wondering about the formatting for the digest e-mail message.  Thank you for making it easier to figure out which link goes with which entery.  As the e-mail showed up in gmail, though, there were no spaces between enteries.  It also seemed like there were some duplicates involving links that were posted in a message, I couldn't figure out why the same link was on the list more than once. Karen R"
8785,Email notifications: New features and request for testing help!,1/7/11 7:11,"Hi Karen, Thanks so much for the feedback! If you don't mind, could you please forward me the message you received? It's great to be able to look at examples of messages that are being generated. Here's one example of digests that were generated (both HTML Mail and Plain-text Mail) during the testing process: sites/default/files/format-gmail-html.png sites/default/files/format-gmail-text.png In this example, the same types of items are grouped together without spaces between entries. But, again, it'll be great to get an example from the live site to see how it might be going awry (e.g. the duplicate links). :) Thanks again, K"
8785,Email notifications: New features and request for testing help!,1/8/11 11:06,Oh that was slick--your subscribe worked and I knew you'd replied without waiting for the digest! The sample files in your links are different than what came through on my end.  I'll forward that to you. Karen R
8785,Email notifications: New features and request for testing help!,1/8/11 20:36,"And now the message that came today has separated sections and no repeats, so it's working."
8785,Email notifications: New features and request for testing help!,1/9/11 8:39,"Oh, I'm glad to hear it! The previous message must have been queued up from before the change. Thanks again for the report, K"
26527,Embed without sharing,4/6/14 12:46,"My students created a project where they inserted family pictures. I would like to embed them on a webpage on the school website. When I try to embed, it requires that ,first,I share the project  with scratch community ? Is there any other way that I could do it without compromising the privacy of their project ? Thanks"
18645,embedding projects,5/21/13 21:24,I posted this question in the Scratch forum but I thought I post it here as well.   I am trying to embed my student projects directly into my school website.  I have used the html code provided but it depending on what computer I am on or browser they may or may not be viewable.   It is inconsistent and different on all computers I try and the results are different every time.  I am concern that my students and parents can not access the file from home and for that matter in my lab.  Is anyone else have the same problem?  Is this a known issue with Scratch and if so is Scratch working to correct.  I noticed in the Scratch forums other with similar issues but I could not find any definitive answers.  Here is a link to the page on my site that I have embedded several projects.  I be interested in knowing if other can see and play my projects that I have embeded.
18645,embedding projects,5/24/13 10:39,"Hi Sandy, I tried looking the link and was able to see the projects page on both of my Chrome and Safari browsers, although Safari took a bit longer to load the projects so I was looking at a white page for about 5 seconds, so that might also be the issue. Nice projects! M"
18645,embedding projects,5/29/13 9:32,Thanks Michelle for you input.  I think the issue is mainly with Firefox as the browser.  Safari and Chrome appear not to be an issue any longer but Firefox and IE still unpredicable.  Will direct my parents and students to use Chrome or Safari if they have a Mac.
4933,Embedding Scratch Projects in Blogs,7/1/10 12:28,Is it possible to embed a Scratch project with sound into a blog without having it autoplay?
4933,Embedding Scratch Projects in Blogs,7/1/10 16:02,"Yep, you just add another parameter -- Hope that helps! K"
4933,Embedding Scratch Projects in Blogs,7/1/10 16:03,Sorry -- the comments excluded the parameter code...
4933,Embedding Scratch Projects in Blogs,7/1/10 18:18,Thanks!  It worked!
4933,Embedding Scratch Projects in Blogs,7/1/10 20:52,Awesome!
24155,"Embedding video into the ""Instructions"" in Scratch.",12/3/13 13:41,"I would love to embed video in the ""Instructions"" panel within my Scratch projects for students and other teachers. I noticed that the Scratch Ed Team did this on the Hour of Code tutorials. Is there a way that we can do this? Can we embed active links? THANKS!"
27577,ending the year - request please!,6/2/14 12:30,"I was hoping to end the year with a brief exploration into the physical world and Scratch 2.0. I'm not having luck with the pico boards so rather than introduce Scratch 1.4, I'm going to try to use what IS built into Scratch 2.0 online. Does anyone have any suggestions??? I know of the webcam - but how can we make it more than just waving across the webcam to make the cat move? Any suggested projects or galleries for ideas? I feel as though sound could be used too with Scratch 2.0. Thank you for all suggestions!"
27577,ending the year - request please!,6/9/14 5:44,"That would be interesting for me as well, since I'm thinking about integrating computing and physical world in Math or Physics classes. Open to hear more."
27577,ending the year - request please!,6/26/14 6:42,"I did some classes with the scratch board.  It was great fun. First of all u need the driver. Then you should try getting the kids making different games with the sensors on board. Voice activated games (the louder you scream the higher the spirte rises - like floppy birds), Same can be done with the scratch 2 mic option. Then comes the intresting part. THe Scratchboard has 4 aligator plugins.    If you cunnect conductive objects to any of the ports, you can close a circuit.   For example, a Simon says kind of game: we glued tin foil to a popsickle stick and connected the aligator.   a small wooden flank can make the stick jumpy like a keyboard. Hope this helped. O>"
42648,Enough time for Scratch?,5/19/16 21:03,"Hi there, I want to incorporate Scratch into my 7th grade technology class curriculum. The problem is this is just a trimester long class that meets twice a week, and I need to cover other curriculum too. My question is: Is 4 hours (spread over 10ish weeks) a worthwhile amount of time to introduce students to Scratch? Of course longer would be better, but that may be all I have available. My goal isn't to produce programmers of course, just to show that they can learn too, and maybe inspire some students to learn more. Thank you for any feedback!"
42648,Enough time for Scratch?,7/9/16 9:01,Hello  I have a similar challenge. I have been given 10 days to introduce Computer Science as part of the 8th grade Technology class in my school. A class period is 40 minutes long.  It does not seem to be enough time to really get involved with Scratch. However I will be able to introduce it. I am using the Creative Computing curriculum as well as some content from The Hour of Code website. This will be the first time that my school is adding Computer Science to the curriculum. I am hoping to spark some student interest and if so maybe we can get more involved with Scratch in an after school program.
42648,Enough time for Scratch?,7/13/16 16:44,"Gidday, I work with primary classroom teachers for two hours per week and we focus on a topic from their regular program. So far, across different schools, it's been Charlotte's Web, Comics, Charlie and the Chocolate Factory and Vietnamese boat people. This term I'm helping Year 6 with Australian Federation. Teachers are happy, the Principal is happy and of course the kids are happy. Anywhere a black line master can be replaced is a bonus, but the big seller is that these activities are ""instead of"" not ""in addition to"". Hope this helps."
58903,Error message when trying to add followers to studio,10/24/18 18:00,"I created a studio. Yet when I attempt to add some of the members of my club to curate the studio, I get an error message: Sorry, you don't have permission to do that. The only difference I can find in the users I am trying to add as curators is related to the ability to add comments. The two users I was able to add as curators have not turned off commenting, while the three users I'm unable to add as curators have turned off commenting. Has anybody experienced this problem or received this error message? Please advise. Thank you."
58903,Error message when trying to add followers to studio,10/25/18 15:45,"Hi Priya! I wonder if perhaps the invite has already been sent, and so it is reading as inviting a member more than once? Here's what I found on the wiki: ""To add a curator to a studio you curate, you must be a manager of the studio. First, go to the ""Curators"" tab and press the button that says ""Invite Curators."" From there, click on a user from the bar at the bottom of the page that contains all the users you are following, or type the username in the box below the button. If they have already been invited or they are already a curator of the studio, then it will give you an error message. The user you have selected will get a notification asking them if they would like to curate that studio, in which they can choose whether they want to curate the studio or not. You cannot invite someone twice."" Have you shared this question in the Teaching with Scratch Facebook Group? We're slowly migrating discussions over to there, and I think you'll find a lot of great support from the educators in the group as well! Best, Alexa, on behalf of the ScratchEd Team"
58903,Error message when trying to add followers to studio,10/29/18 18:42,"Hi Alexa, After inviting them, when I went to their laptops, I did not see the invite message inviting them to curate scratch. Are you saying that now there is no way for them to become curators of the project because I can not invite someone twice? Thanks for the clarification. BTW: I will also check out the Facebook Group Priya"
58903,Error message when trying to add followers to studio,11/20/18 10:57,"Hi Priya! I'm not sure—It seems like a glitch of some sort. You may also want to email the teacher accounts support team: ? teacher-accounts@scratch.mit.edu. — I think they can give you the advice you're seeking! Best, Alexa"
