NID	Topic	Topic Created	Topic Body
11780	ScratchEd Weekly Roundup | 01/28/12 - 02/03/12	2/5/12 19:14	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 01/28/12 - 02/03/12 Have you submitted a proposal for the Scratch@MIT conference this summer? The deadline for proposals is February 15. - http://events.scratch.mit.edu/conference This weekend, the Kodomo Programming Circle hosted a Scratch and Kinect workshop for young girls. - http://www.rikejo.jp/stc/20120204ScratchEvent The MacArthur Foundation Digital Media and Learning Spotlight featured a story about a new grant to help younger children use Scratch: Programming With Scratch Jr - http://spotlight.macfound.org/featured-stories/entry/programming-with-scratch-jr-when-it-comes-to-screen-time-and-young-kids This week, Ernest Dodson, an educator at the Boston Renaissance Charter Public School, started an after-school Scratch club for 4th, 5th, and 6th grade students. - http://www.brcps.org Last week, Genevieve Smith-Nunes was shortlisted for the Learning Without Frontiers Secondary Innovator Award in part because of her 2nd grade Scratch project. Congrats! - http://www.learningwithoutfrontiers.com/2011/09/lwf-london-2012 Stephen Farmer shared his collection of Scratch resources on his blog, ICT Guy. - http://www.smsn.vic.edu.au/ictguy/index.php/scratch-resources These are just a few things that we found. Do you have news from the week that you'd like to share? Please post it as a comment below."
11797	Comments on how your students learn	2/6/12 14:51	"Hello, I recently wanted to tell my students of how other people their age learn with scratch as well as show other teachers that it is a good idea to use Scratch"
11800	resources for an afterschool Scratch club for 4th-5th graders	2/6/12 16:29	"Hi, I have been asked to teach Scratch in a once-a-week afterschool class for  4th and 5th graders. I am a computer science faculty member, so I am used to teaching undergrads. I have a little experience with Scratch, mainly from helping my 11 year old son who uses it. I also am teaching AppInventor this semester to undergrads who have never programmed before - AppInventor has a lot of similarities to Scratch.  I would like to do this  because our school district is badly lacking in computer science content at any level. However, I am also seriously time-slammed so I am hesitating about taking this on. So my questions are First, is this even realistic? Our school district is good, and the kids are sharp, but will they be able to do anything at all in Scratch given the constrained nature of the program? And, if I take this on, I only have 3 weeks to prepare, with little spare time due to my regular teaching and research commitments - are there resources out there aimed at this age group? I don't have any experience teaching kids except for working with my own. I know I would need appropriate projects and materials in order to do this since I don't have the expertise or time to develop anything. Is this a really Bad Idea, or is it a Good Idea to take this on? thanks, Bonnie MacKellar"
11808	Compiling Individual Scratch Programs into a Single File	2/7/12 8:40	Hi! One of my students made a Scratch movie that was so extenesive that for organizational purposes he broke it out into about 7 separate files. Is there any way to recombine the movies easily into a single file so that they can be shown all at one go? - mulhern
11820	Due next Wednesday! Submit a proposal to Scratch@MIT 2012!	2/8/12 11:35	"Scratch@MIT is one of my favorite events -- it's a biennial conference that brings a wide variety of people working with Scratch together at MIT. It's a great opportunity to share your experiences (in the classroom, in informal settings, in research) with others. Submit a proposal before the deadline next week on Wednesday, February 15."
11821	Scratch web site and online safety	2/8/12 14:10	"Hi. There are teachers at my school who are nervous about the idea of kids contacting ""strangers"" on the Scratch web site for collaboration on say, the Collab Camp. And visa versa. Does the MIT Scratch team address the idea of online saftey for kids using their site? I couldn't find any rules, guidlines, etc. anywhere. Thanks. Peter R."
11825	Game Making with Scratch	2/8/12 19:11	"Hi everyone looking for some help/advice. I am researching Games-based learning through the use of game making in class for my PhD.   At present I work with classes of children Primary 4 to primary 7 (ages 8-12).  I work for around 8 hours with them over  8 weeks to develop a game, however while not part of what im trying to research I would like to know if anyone has assessed any game making with their class.  What I'm looking to see is has anyone developed any methods of assessing what the children have made for their game i.e does it have sprites, backgrounds, scripts.  Or even if anyone could offer advice it would be a help as this would posibly help strengthen the research already being done."
11844	Rubric for the Curriculum Guide	2/10/12 10:56	"A number of us at Ramapo Central School District in Suffern, NY are implemening the Curriculum Guide as the backbone of our new third grade Computational Thinking unit. We brought a draft of the rubric up to the Scratch meetup a few weeks ago, and garnered some excellent feedback. We've now revised it enough to share with the ScratchEd community. We intend the rubric to be used as a tool for both students and teachers to evaluate the major projects in the unit: Dance party, Storytelling, Art, Games, and a final project. You'll also notice that there are notes in the document, intended for teachers' eyes. We want to know what you think! What do you like? How would you change it for use in your own classrooms? Your feedback would be much appreciated. Thanks. docs.google.com/open FYI The above is a link to the Word document in Google Docs. It's best viewed by downloading the original Word file using the button in the top right corner. -Dave Grammerstorf"
11848	ScratchEd Weekly Roundup | 02/04/12 - 02/10/12	2/10/12 19:26	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 02/04/12 - 02/10/12 Have you submitted a proposal for the Scratch@MIT conference taking place this July at MIT? Proposals are due this Wednesday, February 15. Don't miss it! - http://events.scratch.mit.edu/conference We had a great time at the Scratch Educator Meetup last Saturday at MIT. Find out what happened and don't forget to register for the next meetup on March 10. - http://scratched.media.mit.edu/discussions/scratch-educator-meetups/reflections-scratch-educator-meetup-mit-saturday-february-4-201 The College of Saint Rose featured an article in the Saint Rose Magazine about alumni who are teaching with Scratch in schools in Albany, NY. Read more about their inspiring work in this ScratchEd story. - http://scratched.media.mit.edu/stories/teaching-children-programming-through-scratch This week, Frank Sabaté facilitated a workshop to introduce Scratch, hosted by Espiral in Barcelona, Spain. - http://ciberespiral.org/ca/gaudeix-espiral/6-gaudeix-g-formacio-autoformacio/260-autoformacio-dim-espira-8-febrer The Scratch and Kinect workshop for high school girls hosted by Kazuhiro Abe in Japan last week was featured in an article on the Japanese ITPro website. - http://itpro.nikkeibp.co.jp/article/NEWS/20120204/380121/ In Ireland this week, Brendan Smith taught Scratch in 6 schools over just 2 days. Go Brendan! - http://twitpic.com/8fb5yl Check out this fun video from Japan featuring a game created using the Kinect2Scratch software. - http://www.youtube.com/watch?v=I7Rf1JsT5xQ&feature=youtu.be David Grammerstorf and his colleagues from Suffern, NY need feedback for a Scratch assessment rubric that they are developing to use with the Scratch curriculum guide. Share your thoughts! - http://scratched.media.mit.edu/node/11844 These are just a few things that we found. Do you have news from the week that you'd like to share? Please post it as a comment below."
11886	Learn more about the 2012 Scratch@MIT Conference: Create Your World	2/14/12 14:57	"The biennial Scratch@MIT Conference will be held from July 25 - July 28, 2012. Hosted by the ScratchEd Team at the MIT Media Lab, the conference is a wonderful opportunity for those working with Scratch (in the classroom, in informal settings, in research, or other) to share their experiences with others. The theme for this year's conference is Create Your World. Proposal submissions are now being accepted until Wednesday, February 15. You can propose a poster/demo, presentation, panel discussion, workshop, or suggest something else. Create your world! Click on the image below to visit the Scratch@MIT Conference website and submit a proposal or register to attend. If you would like to learn more about the conference, you can view the program from the 2008 and 2010 Scratch@MIT conferences."
11888	Scratch summer camps?	2/14/12 16:41	Does anyone know of any Scratch summer camps for kids? I only know iD Tech Camps -- and I'd love to have other places to recommend!
11911	ScratchEd Weekly Roundup | 02/11/12 - 02/17/12	2/17/12 18:50	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 02/11/12 - 02/17/12 We celebrated Valentine's Day with the MIT Women in Science and Engineering (WiSE) group of high school and undergraduate girls. We had a lovely time creating Valentine's themed dance parties with them last weekend. - https://twitter.com/#!/ScratchEdTeam/status/168434894597394434/photo/1 Are you attending the SIGCSE 2012 conference? Check out the list of Scratch-related sessions that will be offered. - http://scratched.media.mit.edu/stories/scratch-and-scratched-sigcse-2012 Check out the video, A Monkey and a Stick Figure: Stories of Remixing & Social Creativity, presented by Scratch Team member, Andrés Monroy Hernandez, at the Computer Supported Cooperative Work (CSCW) conference this week. - http://www.youtube.com/watch?v=xmsH0BsIRHY&feature=youtu.be This week, Robin Phares presented Scratch at the Ohio Education Technology Conference (OETC. - http://www.etech.ohio.gov/conference/ Have you started thinking about Scratch Day? The DSCHOLA Association in Italy will be hosting the first Italian Scratch Festival on May 19. - http://www.associazionedschola.it/isf/Default.aspx Stephen Howell and his son, Jack, demonstrated his Kinect 2Scratch software at Coder Dojo in Drogheda, Ireland this week. - https://twitter.com/#!/coderdojodrog/status/168378604412088320/photo/1 The 200 characters in this Valentine's story, were designed by 7-11 year olds in France who plan to animate them in Scratch. - http://worldinventor.wordpress.com/2012/02/14/the-characters-soon-in-a-scratch-animation/ In an article on the Edutopia blog, Program or Be Programmed, elementary educator, Mary Beth Hertz, talks about using Scratch with her students. - http://www.edutopia.org/blog/program-or-be-programmed-mary-beth-hertz These are just a few things that we found. Do you have news from the week that you'd like to share? Please post it as a comment below."
11912	Proposals and Hotels	2/17/12 19:06	"Hi everyone, Two quick Scratch@MIT conference updates: We received more than 100 proposals. We'll be sending notifications via email by March 15. The full program will be available by April 15. Information about hotels is now available on the Venue page. Please don't hesitate to post any questions, suggestions, etc."
11961	An event in Greece?	2/24/12 14:19	"Hello everybody, I am new to the community. I am teaching Scratch to secondary education students (3rd grade junior high school) and I have to admit every single student loves it! As far as I know I am the only one teaching Scratch at school in my region. I would very much like to have the opportunity and the means to further promote both the Scratch spirit and its community. So I was wondering if there is any chance of a local event (or in Greece, in general) preferably in the Greek language. I also think it would be a great idea if I could give promotion goods to the students such as Scratch t-shirts and the like. Is such type of support / promotion available? Thank you very much in advance, Dimitris"
11964	Insert a scratch project into a ppt (ms powerpoint file)	2/24/12 21:12	"Insert a scratch project into a ppt,Now I can do it,but too complex,if there have someway more simple?"
11975	"Sharing with Scratch: A ScratchEd Webinar on Wednesday, February 29 at 7pm EDT"	2/27/12 16:33	"February 2012 Webinar: Sharing with Scratch Wednesday, February 19, 2012? 7pm-8pm EDT Hosted by Michelle Chung Special guest: Aaron Morris Join members of the ScratchEd Team in this monthly webinar series to share and discuss interesting topics related to Scratch or ScratchEd. Harvard Graduation School of Education master's student, Aaron Morris, has been working with the ScratchEd Team to identify ways to promote collaborative and cooperative sharing with Scratch. In this webinar, he will discuss different strategies, challenges, and opportunities to helping students share in and out of the classroom using Scratch. Come join the conversation, share your ideas, and learn more about an exciting new ""Sharing with Scratch"" resource. Join the webinar at 7pm EDT on Wednesday, February 29, 2012 at http://connectpro53415882.adobeconnect.com/feb2012. No prior registration is required -- but if you would like to receive a reminder email for the webinar, register for free at http://scratchedwebinarfeb2012.eventbrite.com."
12027	ScratchEd Weekly Roundup | 02/25/12 - 03/02/12	3/4/12 14:10	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 02/25/12 - 03/02/12 Did you attend the SIGCSE (ACM Special Interest Group on Computer Science Education) Conference? There were fantastic papers, projects, and presentations about Scratch. - http://scratched.media.mit.edu/stories/scratch-and-scratched-sigcse-2012 Join us next Saturday, March 10 for our monthly Scratch Educator Meetup at MIT to network and share with local Scratch educators. Register now! - http://mar2012meetup.eventbrite.com/ We had a fantastic time during ScratchEd Webinar Wednesday with special guest, Aaron Morris from the Harvard Graduate School of Education, who facilitated a discussion around ""Sharing with Scratch"". If you missed it, the webinar recording and presentation slides are available online. - http://scratched.media.mit.edu/resources/sharing-scratch-february-2012-scratched-webinar Considering hosting a Scratch Day event? The Fundación Gabriel Piedrahita Uribe (Eduteka) has just announced that they will be organizing a Scratch Day event in Cali, Colombia. Join the celebration! - http://www.eduteka.org/ScratchDay2012 Robert Drummond, a primary school teacher in Scotland, blogged about what his students discovered during a 15 minute exploration with Scratch. - blogs.glowscotland.org.uk/wl/WhatsgoingoninP5/ At the Science & Technology Park at the University of Girona, Eduard Muntaner-Perich introduced Scratch to fifth graders during a workshop. Check out photos from the session. - http://udigital.udg.edu/index.php?option=com_content&view=article&id=81 Scratch Team members, Amos Blanton and Eric Rosenbaum have developed a Scratch workshop where participants create Rube Goldberg-style chain reactions using Scratch and LEGO WeDo. Find out what happened. - http://scratched.media.mit.edu/resources/physical-digital-chain-reaction-using-wedo-robotics-scratch"
12039	"Scratch Educator Meetup @ MIT: Saturday, March 10, 2012"	3/5/12 15:04	"Scratch Educator Meetup Saturday, March 10, 2012 10am-1pm MIT Media Lab Hosted by the ScratchEd Team Want to learn more about Scratch? Want to meet other Scratch educators and share ideas? Join us at MIT Media Lab for a three-hour BYOL (Bring Your Own Laptop) meetup for Scratch educators, where we will: share strategies for integrating Scratch into classroom practice explore the core ideas underlying Scratch self-organize into different interest groups and hands-on activities introduce you to ScratchEd, the website where educators share their Scratch ideas, experiences, and resources The meetup is open to all Boston-area educators with some previous Scratch experience. This meetup is for you if you can answer yes to one of the following: I know how to snap Scratch blocks together I have created a project in Scratch I use Scratch in my teaching practice I have attended a previous Scratch meetup or workshop Scratch Educator Meetups are held every first Saturday of the month during the school year. We particularly encourage educators from the same school, program, etc. to attend together as a group. The workshop is free and includes lunch. Ready to register? Sign up at http://mar2012meetup.eventbrite.com"
12044	"Job Announcement: Instructional Technology Specialist in Newton, MA"	3/5/12 21:23	Jhonatan Rotberg -- friend of Lifelong Kindergarten -- has shared a job announcement with us. For more information contact Jhonatan (jrotberg at mit dot edu) or Liz (liz dot chesarone at ssdsboston dot org).
12050	Concerns about remixing?	3/6/12 15:29	"Awesome ScratchEd intern Vanessa Gennarelli asked me, ""What do educators think about remixing and Scratch? In particular, what concerns do they have about using remixing as a practice in their classrooms?"" I suggested that we ask you here on ScratchEd. Any thoughts would be appreciated!"
12051	Sharing work in class	3/6/12 15:36	"Hi, I'm a teacher of 9-10 year olds and we're just beginning to use Scratch in the class. I was wondering if there was a way of sharing work in the class, maybe showing a childs work on the interactive whiteboard, without having to upload work onto the site and then downloading it on the class computer- maybe across teh school's network. Thanks for any responses. Alex Cerny"
12058	I don't understand why only run it once	3/7/12 9:40	"[scratchblocks] when green flag clicked repeat (10) set  [tiaosanX]  to  (250) forever if <(tiaosanX) > [-300]> change [tiaosanX] by end end [/scratchblocks] I 'd like to repeat  10 times but I don't understand why only run it once Complete project is here : parachuting?? and ,this can repeat  10 times,as follows: [scratchblocks] when green flag clicked repeat (10) set  [tiaosanX]  to  (250) repeat until <(tiaosanX) < [-300]> change [tiaosanX] by end end [/scratchblocks] Who can help me ?scratch.mit.edu/forums/viewtopic.phpThanks!"
12062	BYOB question	3/7/12 20:48	HI! This is the best venue I can think of for my question although I know it's not quite the right one. Does anybody know how I can check if a BYOB sprite has  a parent? I'm looking to delete all clones except the prototype. There is an attribute parent block but I don't know how to check if this block is null or not. Thanks!
12066	Hat blocks have mouths	3/8/12 12:13	"I would be happier if the Hat blocks in Scratch also had ""mouths"", like the conditional and loop blocks. That would better emphasize that the code below belongs to the block and would help a lot in my transition to Python from Scratch and BYOB."
12067	How do I...	3/8/12 12:25	Could someone please tell me how to do the following things.... 1) Set a timer to limit the time someone has to respond? I had a bash at this but it isn't working correctly and am not sure where I have gone wrong. 2) Is it possible to code a quiz so that the user can click on the correct response as opposed to using the keyboard? Thanks in advance! Jessica
12068	Discussion Group for BYOB/Snap! Users	3/8/12 12:32	"Hi all, Does anybody know or have plans to start a discussion group or forum for people who are teaching with BYOB/Snap! as much as with Scratch? I'm teaching a college programming course right now with the sequence Scratch -> BYOB -> Python and there are times when I'ld really like to be able to ask for ideas for teaching or questions specific to BYOB. Let me know. Thanks! - mulhern"
12081	ScratchEd Weekly Roundup | 03/03/12 - 03/09/12	3/9/12 19:40	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 03/03/12 - 03/09/12 We're really looking forward to meeting up with local Scratch educators tomorrow at MIT for our monthly Scratch Educator Meetup. Join us next month on Saturday, April 7. - http://scratched.media.mit.edu/events Ricarose Roque and Michelle Chung from the Scratch Team had a great time creating name acrostics in Scratch with school librarians at the Massachusetts School LIbraries Association (MSLA) Conference this week. - http://maschoolibraries.org/content/view/918/555/ Are you participating in Collab Camp on the Scratch website? Don't forget that tomorrow is the deadline to submit initial drafts for feedback. Check out all the music mashup projects in the Collab Camp gallery. - http://info.scratch.mit.edu/collabcamp2012 After a Scratch session with her third graders, Sarah Bloms from Colorodo says: ""Never have I had so many requests FOR homework!"" -  https://twitter.com/#!/MsBloms/status/178204590049726464/photo/1 We want to know your thoughts on remixing. What do you think about remixing and Scratch? In particular, what concerns do you have about using remixing as a practice in your classrooms"" We want to know. Please share you thoughts here. - http://scratched.media.mit.edu/node/12050 In this blog post, Devin Monnens reflects back on an antiwar Scratch game that he designed as part of his MFA thesis. - http://scratched.media.mit.edu/stories/giant-tank-postmortem These are just a few things that we found. Do you have news from the week that you'd like to share? Please post it as a comment below."
12103	"Reflections on Scratch Educator Meetup @ MIT: Saturday, March 10, 2012"	3/13/12 18:57	"Thanks to everyone who was able to join us at the March 2012 Scratch Educator Meetup! Here is a recap and some reflections from the event: Attendees Below is a list of the 27 attendees who were present at the meetup on Saturday: John Bottoms Lawrence Burns Jesse Campbell Nancy Cook Smith Nancy Cooperider Suzanne Courtney Janet Dee Kate Farb-Johnson John Gomes Ingrid Gustafson Shaleen Jain Janice Kowalczyk Lorraine Leo Helen Mastico Carmen Mendes Sonal Patel Robin Peaslee Andrea Plate Rosemary Slattery Alex Vaughn Eileen Vaughn Diana Weidenbacker Karen Brennan Michelle Chung Mylo Lam Jen Lavalle Aaron Morris To connect with people you met, click on a name above to leave a message on their profile page. Recap Networking: Speed Dating - In order to help participants meet new people, Karen facilitated a speed dating activity at the beginning of the meetup. Breakout Sessions: Block A  - There were many proposals for breakout sessions ideas, so the group decided to organize two blocks of 30-minute sessions. The first block included a session about Scratch with young kids led by Ingrid, a hands-on design challenge facilitated by Rosemary, and a discussion around Scratch for CS led by John Bottoms. Breakout Sessions: Block B - The second round of breakout sessions included a session to offer feedback about the Scratch curriculum guide facilitated by Karen, a discussion about Scratch community management led by Aaron, a table discussion with Kate to brainstorm design challenges for building capacities in Scratch, and a group led by Janet around Scratch as a summative assessment and for core curriculum integration. Photos on Flickr - View photos from the event on the ScratchEd Flickr page. Show & Tell Scratch Online Course - John and Larry presented an introductory four-week Moodle online course for teachers that they have developed with resources from Scratch and ScratchEd. Goals Project using Scratch as a Presentation Tool - Janet shared one way of using Scratch as presentation tool where ninth grade students created Scratch projects to express their goals for the next school year. Puzzles as Scratch Projects - John demonstrated how translating puzzles into Scratch could help facilitate math learning. He then talked about a new device being distributed in the UK called Raspberry Pi that includes Scratch. Digital Media and Learning Conference (DML) - Ingrid shared some of her notes and reflections from attending the DML 2012 Conference in San Francisco, California. Special Interest Group for Computer Science Education Conference (SIGCSE) - Michelle shared updates and an anecdote from her experiences at the SIGCSE 2012 Conference in Raleigh, North Carolina. Scratch Day - Jen talked all things Scratch Day. She explained what Scratch Day is and encouraged meetup participants to plan an event or to consider attending the Scratch Day event at MIT. Scratch and Environmental Education - Shaleen presented a project that his masters students are working on. In the context of environmental education, the group has developed handouts to support elementary students' learning of computational concepts through Scratch. World Friends Project - Lorraine shared a unique Scratch project that combines interactive sprites created by her students and those of other classrooms in Japan, Russia, Hong Kong, and Australia. You can view videos of all the Show & Tell presentations from the meetup at http://scratched.media.mit.edu/resources/scratch-educator-show-tell-videos-march-2012-meetup Upcoming Dates and Events Next meetup: Saturday, April 7, 10am to 1pm. - http://apr2012meetup.eventbrite.com Next webinar: Wednesday, March 28 at 7pm EDT - http://scratchedwebinarmar2012.eventbrite.com Find out more about future events on our Events page. Please feel free to share your notes and reflections from the meetup as comments below. We hope to meet up with you again soon!"
12112	Video Game Contest - deadline May 1st - enter your Health based Scratch games	3/14/12 16:53	"CALLING ALL SCRATCH GAME MAKERS! Green Ribbon Schools (an education non-profit) has launched the Healthivores Video Game Contest.  If you have students that are creating Scratch games on healthy eating or exercising you can enter those games into the contest. Here is more info on the contest, prizes and how to enter before May 1st: Healthivores Video Game Contest – Easily Implemented STEM Program that Challenges Students The contest challenges students to use their creativity to develop an online video game, which teaches a healthy lesson, for the chance to win AMD-powered notebook computers for their teacher, their team and their school. Knowing that game design can seem intimidating, GRS is providing a simple Lesson Plan for teachers to follow; no game design, coding or even game playing experience necessary. To find out more, visit www.greenribbonschools.org/gamecontest. If you have any questions at all, email me at will@4cw3.org"
12115	Scratch Presentation in California	3/15/12 1:20	"For those teachers/educators/enthusiasts in California. There will be four Scratch presentations at the annual CUE Conference in Palm Springs. There are two sessions on Thursday (including my hands-on session at 11am), one Friday and a fourth on Saturday. For those at the conference, stop in at my session, I'd love to share project ideas and talk about what you're working on. You can see the schedule of events at the 2012 CUE Conference web site. Thanks, Chris"
12124	Kinect2Scratch for Mac	3/15/12 13:40	"Hi all, I created Kinect2Scratch4Mac web page. You can access from http://bit.ly/k2s4m It isn't difficult to use this app than the beginning :P Thanks, Kenta //----------------------------------------------------------------------------- Hi all. I made Kinect2Scratch which is able to run on Mac. It is unstable, but works. You will need: Scratch Kinect Mac The code is here : http://github.com/mactkg/kinect2Scratch4Mac The build application is here : http://dl.dropbox.com/u/787507/kinect2Scratch4MacDebug.zip If you have Xcode, you can build it on your machine. Download openFrameoworks(007) from here Download kinect2Scratch4Mac from github unpack them put kinect2Scratch4Mac folder into /apps/examples/ open kinect2Scratch4Mac/kinect2Scratch4Mac.xcodeproj buid it Before run kinect2Scratch4Mac, connect Kinect to your mac, run Scrach and turn on remote sensor protcol connection. After that, caliblate kinect. Once kinect2Scratch4Mac has detected you, it will send the joint positions to Scratch. Thanks, Kenta"
12132	Consistently use first person singular in Hat blocks	3/16/12 14:14	"I'ld like to suggest consistently using first person singular in Hat blocks. So, the ""when I receive "" block is great, but the ""when clicked"" block should be the ""when I am clicked block"""
12134	ScratchEd Weekly Roundup | 03/10/12 - 03/16/12	3/16/12 19:48	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 03/10/12 - 03/16/12 Last weekend, we had our biggest Scratch Educator Meetup so far with close to 30 Scratch educators meetup up with us at MIT. Find out what happened and don't forget to register for next month's meetup on April 7. - http://scratched.media.mit.edu/discussions/scratch-educator-meetups/reflections-scratch-educator-meetup-mit-saturday-march-10-2012 Get a sneak peek of Scratch 2.0 at the upcoming ScratchEd webinar on Wednesday, March 28. Learn about new features and share your feedback with the Scratch Team. Sign up for a reminder email. - http://scratchedwebinarmar2012.eventbrite.com There was a record number of proposals submitted for the Scratch@MIT 2012 conference this summer. Accepted sessions were notified earlier this week. Congratulations to all! - http://events.scratch.mit.edu/conference Check out this new ScratchEd story featuring Barbara Ericson of Georgia Tech. In this interview, Barbara shares some of her strategies and best practices for helping people get started with Scratch. - http://scratched.media.mit.edu/stories/learner’s-perspective-interview-barbara-ericson-georgia-institute-technology Ingrid Gustafson from Cambridge, MA shared Scratch projects from her Scratch Club's math carnival created by third through seventh graders. - http://scratch.mit.edu/galleries/view/157626 The annual CUE (Computer-Using Educators) conference was held this week in Palms Springs, CA. Chris Mosier hosted one of four Scratch presentations at the event. - http://scratched.media.mit.edu/discussions/events/scratch-presentation-california Kenta Hara has just released a version of Kinect2Scratch which is able to run on Mac. Try it out. - http://scratched.media.mit.edu/node/12124 These are just a few things that we found. Do you have news from the week that you'd like to share? Please post it as a comment below."
12139	Bringing students to Scratch@MIT 2012	3/18/12 13:26	"Hi all, This will be the first time I will bring students. We are in NYC and my students are high school. I think that I'd like to bring them for more than a day trip. Have you brought students? Have you stayed overnight with them? How did you do it? What advice or help can you send to help me - and everyone else bringing students - to plan this? I'm excited - but nervous! Not about my students - just about the arrangments and cost!"
12182	ScratchEd Weekly Roundup | 03/17/12 - 03/23/12	3/24/12 10:09	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 03/17/12 - 03/23/12 Join us next week for ScratchEd Webinar Wednesday on Wednesday, March 28 at 7pm EDT. During this webinar, we'll share a preview of Scratch 2.0. Sign up for a reminder email. - http://scratchedwebinarmar2012.eventbrite.com Scratch Day 2012 is less than two months away! On May 19, join a network of worldwide events to celebrate Scratch's 5th birthday this year! On the Scratch Day website, you can learn more about how to organize an event or join a local gathering. - http://day.scratch.mit.edu The National Stem Video Game Challenge finished accepting submissions this week and is now currently in the judging process. Check out a Scratch game that was submitted by one of Matt Arnold's sixth graders in Indianapolis, IN. - http://scratched.media.mit.edu/stories/code-club-2012-national-stem-video-game-challenge Last week, the University of Girona hosted a Kids No TV workshop at the Museu de les Idees (Museum of Ideas) in Barcelona, Spain where children and adults built and animated robotic animals using Scratch and WeDo. Check out the video and photos from the event. - http://www.kidsnotv.com/2012/taller-de-robots-i-programacio Check out these games, designed and programmed by eighth graders from Pool Academy in the UK. - http://scratch.mit.edu/users/PoolAcademy A blog post from OLPC Canada reports that students and teachers at Weledeh Catholic School in Yellowknife, NWT were creating interactive stories this week using Scratch on their XO laptops. - http://www.olpccanada.com/blog/wonderful-weledeh-yellowknife-nwt These are just a few things that we found. Do you have news from the week that you'd like to share? Please post it as a comment below."
12183	Session 8 or about... Collaborative Stories	3/24/12 10:13	"Hi- We're working on the collaborative stories now. Is anyone else working on that? We shared projects with BP in Nebraska via Skype video and it was fun! We exchanged project links first, viewed each others' projects online and then got together in real time to ask questions about the projects..."
12195	Arbitrarily long integers	3/26/12 12:27	"I'm sorry if this was asked before, but I couldn't find an answer. The offline version of Scratch 1.4 is able to add and multiply integers of arbitrary length; the online players seem to switch to floating-point numbers when some length is exceeded. I'm wondering what the situation will be in the ""all online"" Scratch 2.0. Will arbitrarily long integers still exist in Scratch 2.0? Will they maybe even work online? I'd be happy about any information on this topic. Thanks!"
12199	"Scratch 2.0 Preview: A ScratchEd Webinar on Wednesday, March 28 at 7pm EDT"	3/26/12 15:12	"March 2012 Webinar: Scratch 2.0 Preview Wednesday, March 28, 2012 7pm-8pm EDT Hosted by Karen Brennan and Mitch Resnick Join members of the ScratchEd Team in this monthly webinar series to share and discuss interesting topics related to Scratch or ScratchEd. In this webinar, you will get a sneak peek of Scratch 2.0. Gather with us online to find out what new features will be included and offer feedback. Join the webinar at 7pm EDT on Wednesday, March 28, 2012 at http://connectpro53415882.adobeconnect.com/mar2012. No prior registration is required -- but if you would like to receive a reminder email for the webinar, register for free at http://scratchedwebinarmar2012.eventbrite.com."
12295	Scratch 2.0 Preview	3/29/12 17:09	"In the March 2012 ScratchEd Webinar, Mitch Resnick showed a sneak preview of Scratch 2.0. He demonstateed how Scratch 2.0 connects to the four design-based learning principles: Learning through designing Learning through personalizing Learning through sharing Learning through reflection During the webinar, participants asked questions and shared suggestions for Scratch 2.0, particularly around implementing the next version in schools and the development of curriculum and support materials. Click on the image below to view the webinar recording. ScratchEd webinars are held every last Wednesday of the month. Sign up to receive a reminder email for the next webinar. Past ScratchEd webinar recordings are available on ScratchEd."
