CID	NID	Topic	Comment Created	Comment Body
2114	9139	"Reflections on Scratch Educator Meetup @ MIT: Saturday, February 19, 2011"	3/3/11 20:28	Reflections on the event in video form have been added to the post...
2131	9139	"Reflections on Scratch Educator Meetup @ MIT: Saturday, February 19, 2011"	3/16/11 4:35	"I want to tell you about the wonderful experience I had sharing the video with superzipzop. First, superzipzop has grown up a lot in the 2 years since he did his scratch work. He listened carefully and thoughtfully to the video and agreed with what was said.  He smiled and was very proud that I showed his work. I promised to distribute the video to the school and of course show his mom. Thanks for this unique opportunity. Vicki"
2109	9197	"All about Scratch Day: Join us for a webinar on Monday, February 28 at 7pm EST"	2/28/11 23:26	"Hi Karen, Thanks so much for inviting me to speak at the webinar.  It was a nice collaborative experience to exchange information with people from around the world! I've just created an event for World Museum in the Scratch Day website. http://day.scratch.mit.edu/event/358 We are still setting up the website for World Museum, but it will be up soon and I hope many people will be joining this collaborative project! The webinar was my first experience of adobe connect, but I liked the general format.  I think this webinar was for the general audience, but I thought that it might be interesting to have more informal meetings organized by people with some more specific interests.  Just a thought. Anyway, I look forward to more collaboration! Yoshiro Miyata"
2133	9197	"All about Scratch Day: Join us for a webinar on Monday, February 28 at 7pm EST"	3/16/11 17:34	"Hi Karen, Please post the url of the recorded webinar. Thank you! Alfia"
2134	9197	"All about Scratch Day: Join us for a webinar on Monday, February 28 at 7pm EST"	3/16/11 17:58	"Hi Alfia, You can find the webinar at http://scratched.media.mit.edu/resources/hosting-scratch-day-event-february-2011-webinar Thanks! K"
2111	9223	show summary of projects?	3/3/11 11:59	"Do you mean of the projects you've posted to the website? If so, there isn't really a quick summary to look at."
2112	9223	show summary of projects?	3/3/11 13:02	"Hey Karen, Yes, since the  account i am using is used by several people at University, i thought it will be nice to see exact date user uploaded the project or at least when i download it i can see the creation date? well, i tried but it seems like there is no option :) Thanks, Ivete"
2113	9223	show summary of projects?	3/3/11 19:27	"Hi, Ivete, I don't know whether you have tried this, but (with thanks to Karen) at the recent Scratch Educator Meetup we learned the 'trick' of holding down the shift key while selecting the File menu. The menu will show 'Write Multiple Project Summaries' which will let you get summaries for all the projects in a folder. I just tried it to see what would happen -- it creates a separate .txt file for each project, but in each file it does show author and history of saves, etc. It's not quick since you need to download each project to a folder, but once you have them all downloaded, you could generate the text files with that one command. Would that be helpful for what you need? --Sandie p.s. ...and then maybe if you combined the summary parts into one text file, you could use Scratch to read in the text, parse it, keep track of how many projects per author, etc....   Okay, I guess that's not a quick solution!"
2123	9269	Techniques for Stories and Games	3/13/11 12:31	How was the workshop? Are there any resources that you presented that could be shared here on ScratchEd? Thanks! K
2127	9269	Techniques for Stories and Games	3/15/11 12:16	"Will do later this week, we have some videos in  particular that we would like to share for sure. I need to understand how to do that...."
2122	9306	"Scratch Educator Meetup @ MIT: Saturday, March 19, 2011"	3/13/11 10:00	I was think about doing a breakout session about debugging activities. Any interest?
2124	9306	"Scratch Educator Meetup @ MIT: Saturday, March 19, 2011"	3/13/11 13:50	I am definitely interested.
2128	9306	"Scratch Educator Meetup @ MIT: Saturday, March 19, 2011"	3/15/11 14:49	"That sounds like fun (but doesn't it all?! ) -- I would be interested as well.  Thanks, Karen."
2132	9306	"Scratch Educator Meetup @ MIT: Saturday, March 19, 2011"	3/16/11 16:55	I also want to learn about remixes and the Scratch website. I am intrigued by the project: For the People of Japan. and its Remix Visualization.
2147	9361	"Reflections on Scratch Educator Meetup @ MIT: Saturday, March 19, 2011"	3/23/11 16:06	You can view videos of the Show & Tell presentations here.
2165	9377	"Computational Thinking Concepts: A ScratchEd Webinar on Monday, March 28 at 7pm EST"	3/28/11 18:52	Looking forward!
2166	9377	"Computational Thinking Concepts: A ScratchEd Webinar on Monday, March 28 at 7pm EST"	3/28/11 20:05	The March Webinar was fantastic!  Thank you Karen.
2167	9377	"Computational Thinking Concepts: A ScratchEd Webinar on Monday, March 28 at 7pm EST"	3/28/11 20:15	"I''m looking forward this webinar in Korea. So, I try to connect the webniar, but I can't connect it. ?? I received this message: ""The host has ended this meeting. Thank you for attending."""
2168	9377	"Computational Thinking Concepts: A ScratchEd Webinar on Monday, March 28 at 7pm EST"	3/29/11 0:28	This was an auspicious start.  I'm looking forward to next month's installment.
2173	9377	"Computational Thinking Concepts: A ScratchEd Webinar on Monday, March 28 at 7pm EST"	3/29/11 16:29	"Thanks to everyone who attended last night's webinar. The recording, slides, and links to resources are now available: http://scratched.media.mit.edu/resources/computational-thinking-concepts-march-2011-webinar"
2148	9382	"A Day of Community Building and Networking for Educators, March 24, 1pm-9pm @ Boston ICA"	3/24/11 11:32	Here are some resources for today's event: the sample projects from the opening demo the handout from the interactive collage activity Scratch video tutorials Scratch cards the Scratch starter projects package
2163	9382	"A Day of Community Building and Networking for Educators, March 24, 1pm-9pm @ Boston ICA"	3/28/11 9:13	You can find out what happened in this ScratchEd Story.
2152	9385	Scratch Cards	3/25/11 20:23	"Hi Susan, I love the concept of having members of your class create Scratch cards. There isn't really an easy place to do that on the Scratch website if the ""cards"" are PDFs and videos. Have you thought about making a website or blog or wiki for it? Like with Google sites or WordPress? Of course, we'd also be happy to host the Scratch cards here on ScratchEd! Sincerely, K"
2153	9385	Scratch Cards	3/25/11 21:08	"We would love to post them on Scratch! but could we do it on the open community - or both - but not just ScratchEd? Our idea is that people could leave comments so the cards could be improved as time went on or even remixed. So far we have a template and about 6. We are sharing them in our class this week and then after we proof them, we could post the first group. Here is a link to a first draft of one: https://docs.google.com/document/pub?id=1xjPjPEQ1TCp4UXuugvtTmbdKi45B0Ax0QdHb1oqFrdw Let me know if this link doesn't work. We have also taken a screencast of the script on the card - not the whole project. Here is our dilemma: 1. We'd like to post the cards. 2. We'd like to post the .mov files and have the cards be clickable to see the .mov 3. We'd like users to be able to leave comments about the cards 4. We'd like to be able to share remixed cards. What do you think? All ideas are welcomed! We started today trying to figure out how to post a .mov uploaded to a Google Doc on our class ""Site"" BUT we'd like to open this to the whole Scratch community and hope others would like to ""trade cards"""
2154	9385	Scratch Cards	3/25/11 21:10	I'm wondering about a drupal site... but any database that we could create options to fill in the blanks would be fine... here's the template we're using... https://docs.google.com/document/pub?id=1aIaZ5Z085-WF54Yy9BKyenCvq9jKHx-6P8AUBD1JfO4
2157	9385	Scratch Cards	3/27/11 7:54	"Based on your requirements list, it seems to me like a blog or a custom Drupal site would work best."
2158	9385	Scratch Cards	3/27/11 11:13	"How can we start a blog that would be easily linked or available to the whole Scratch community? Is there anyone else doing anything similar? I wonder if it would be better to post them somehow as little scratch projects, put the link to a pdf in the project notes and put all these little projects in a gallery? There must be other ideas being shared with the whole community. How did Scratch resources start?"
2160	9385	Scratch Cards	3/27/11 12:01	"All of the infrastructure for posting them as Scratch projects is already there, so that's pretty easy. As for a blog linked to the whole Scratch community, the linking part is easy. Creating the blog with all of the content is the labor-intensive part. :) Do you have access to blogging platforms through your district? Free services like WordPress could work as well."
2177	9385	Scratch Cards	3/31/11 2:03	"Edublogs would also be a good place to have a blog about scratch projects, they are already set up for student bloggers."
2156	9388	What are the worst Scratch programming practices ?	3/27/11 7:26	"I understand the first and third examples -- instances of code being less readable -- but I'm trying to think of an example of the second. :) I need to think more about what is meant by good programming habits, but something that I feel is often missing that's a good habit is documentation. (Rosemary Slattery also spoke about this at the last ScratchEd meetup.) Whether it's comments with the scripts or a description in the project notes, I feel like some documentation of a project is incredibly helpful and, therefore, a good habit. K"
2164	9388	What are the worst Scratch programming practices ?	3/28/11 13:46	"Definetly, Comments will make it to the list of good habits. - and I was shown recently that the comments function in Scratch is better than I though  :)"
2205	9388	What are the worst Scratch programming practices ?	4/15/11 17:11	For scratch beginners the worst problem is the glide block.  Its so easy but they they get frustrated that they cant do anything during the guide (not exactly true - but it is much better to do iterative movement).
2206	9388	What are the worst Scratch programming practices ?	4/15/11 20:33	- no instructions for the user (in project) - using wait blocks for dialogue (or other similar situations) instead of message passing - having multiple sprites in situations where it should be costumes
2211	9388	What are the worst Scratch programming practices ?	4/18/11 8:09	"Other bad programming habits are 1. forgetting green-flag initialization. A project without green-flag initialization on the scratch.mit.edu website cannot be initialized unless the page is reloaded. 2. run the ""change ... effect"" without attaching it to a scenario and expect Scratch to remember the setting Dimitris"
2218	9388	What are the worst Scratch programming practices ?	4/22/11 12:51	"- Lack of comments in the scripts - Lack of information to the user regarding what to do - When errors occur, not only to tell the user so but also how to fix them. - Forgetting to initialize variables before using them. - Variable names that do not reflect their contents. (Using i, j or k for counting variables, for instance, is acceptable, but otherwise variable names should be realted to the program and the values they carry) - Some students prefer to use: if condition then end if if not condition then end if Instead of the if/else structure. Using ""if/if not"" may be acceptable initially, but students should eventually transition to ""if/else."" Two problems with the ""if/if not"" are a) sometimes students do not negate the condition in the second ""if"" statement, but they write the opposite condition themselves, and they do not do so incorrectly. For example, ""If x < 10"" and ""if x > 10"" as the replacement for ""else""... the case ""x=10"" is in limbo. b) There may be actions in the first conditonal that may also trigger the second conditional. I do not have a ""real life"" example in mind right now, but the following illustrates the idea. if x > 10 then ....x = x-5 end if if x <=10 then ....do something else here end if We can easily see that if, for example, x = 12 both conditionals become true! - Recycling variables to hold different types. (This can be a really bad habit which needs to be fixed before they move on to other languages (like Python) in which variable declarations are not needed, making matters worse.) What I mean with this is that, in some parts of the application a variable holds, say, a number, and later on a string is assigned to the same variable. - Forgetting the ""stop script"" block at the end of a script. We know Scartch stops scripts automatically, but since the block exists, we should use it. My hope is that getting used to ending scripts with this block will help students in the future remember to close open files, close socket connections, close database connections, etc. (I can dream, can't I) If I can think of something else, I will post it. Thanks"
2220	9388	What are the worst Scratch programming practices ?	4/23/11 11:36	"Hi Angel, I have never required my students (grades 3-6) to use the comment part of Scratch becuase I didn't like how they were displayed and I think students would have a hard time explaining their code beyond reading through their blocks. What age group do you work with? How do you introduce comments? Also, I have never thought to instruct students to use the stop script block when their code naturally ends. Mostly, because a lot of what my students create .. never ends. It is an interesting thought though. Do you explain that it stops anyways? How do you go about explaining the need for this block? I have thought of stop script more of a break statement and not a file close. Maybe I have been misleading myself. Susan"
2222	9388	What are the worst Scratch programming practices ?	4/25/11 1:07	"Hi Susan, I teach kids quite a bit older than yours. Using comments can be a great tool to help students plan (design) their scripts once they learn the basics of using Scratch. Think for example of someone learning woodworking: you first learn how to measure, cut, sand, make joints, select wood pieces, etc. Once you have this basic level of mastery, you then move on to know how to make furniture, cabinets, etc. However, you would probably will not start making a chair without at least a basic scketch of what the chair is going to look like, what wood to use, what dimensions and so on. The way I see it, there are two main kinds of comments students should get used to. One that we use to explain how something was implemented. The idea here is to communicate to others (or to ourselves, for future reference) about how a fragment of code came to be. Sometimes, we have a complex nested conditional structure, a tricky ""repeat until"", an intricate broadcasting system, or just a ""bunch"" of blocks trying to achieve a simple logical task in our program (for example, drawing the outline of a pine tree using the ""move"", ""turn"" and the pen blocks in the context of a winter scene). These are all great candidates to be documented. If something took a lot of (trivial) work to achieve, or effort to figure out, it should be documented. (Superfluous comments, however, should be avoided.) The other kind of comments are related to the planning of the program. These are like the actions in a cooking recipe (e.g., ""whisk the eggs and sugar"" is a good comment for the set of steps needed to complete this task). I use them to oultine the different (high-level) actions a sprite is going to do. These comments can also be the result of a brainstorming session with the students about what the sprites should do, and in what order. The comments also help in keeping track of what has been implemented, and what is yet to be done.  I attach these comments to their corresponding ""When"" blocks or to the first block implementing the action described in the comments. It is very tempting to start throwing blocks at scratch and see what it does, and this is Ok when experimenting or learning new blocks. However, whenever you are building an application with the students (in a tutorial, for example), I think it is a good idea to provide an overall picture of what you are trying to do by using comments to describe the high-level actions your application will take. When assigning projects, you could have the students first describe what they want to achieve using comments. You can then check their ""plans"" and point out things that are missing, not clear, or just need a different approach."
2227	9388	What are the worst Scratch programming practices ?	4/28/11 6:00	"I was afraid that a topic like this one would come up sooner or later, and that we're going to indoctrinate kids with what we as adults are considering to be ""best practices"", a term which in itself suggests an unhealthy dose of ideology. Whenever I see a project on the Scratch website that truly amazes me, looking at the code is a bit of a downer, because it's usually full of gargantuan run-on scripts, global variables, forever loops and race conditions. But - and that's my point - the project impressed me so much that I wanted to look at its code in the first place. Scratch is cool precisely because kids can produce programmed content right away, without first having been instructed in what to avoid and what to adhere to. Sure, more often that not the code is plain ugly, but - and that's my point - that doesn't stand in their way to create and share. So, you don't *have* to initialize variables in Scratch. Nothing breaks of you don't, they're initially zero. You don't *have* to use the green flag hat block, in fact, I often don't. Instead you can use - say - a mouse click or a keyboard event to trigger things (and to initialize and reset values). It's okay to leave un-hatted blocks or incomplete stacks ""floating"" around the scripting area, because you can use them to debug your project (by double clicking on them) or as a quarry for features you might want to add later. It's also perfectly okay to nest conditions if that makes it easier for you to keep track of your reasoning, instead of using - equally(!) - nested predicates. The ""stop script"" block's *only* raison d'etre is to terminate a perpetual loop  in case a stop condition has been met, surely not to end a script that just plain ends. What's wrong with using just ""if""? Often times you plain don't need an ""else"" case. So kids produce stacks of if conditions instead of deeply nested If/Else ones. I can make out performance issues with this, but OTOH I'd rather read a stack of simple conditions than a cluttered mess of nested ones. So, Scratch variables don't need to be ""declared"" (in fact, they do, when you ""make a variable""), but they are not restricted to a certain type, and can store either a number or a string (or, in BYOB, even lists, sprites and blocks). Is it really ""bad practice"" in the adult world to exchange a variable's value with a differently typed other one? Most modern programming languages let you do this, Scratch itself is written largely that way, and it's awesome (plus, it undoubtely works!) :-) Most of what's ugly in the Scratch projects I'm talking about is rooted in Scratch's inability to allow for user-defined procedures. This deficiency forces kids into a copy & paste metaphor of creating code which is so hard to edit later on. But I understand that this issue is being addressed by the Scratch Team in their current rewrite for v2.0. Until then, let's not tell kids what's ""right"" or ""wrong"" and let's asses other programming languages for why so many of them cannot cope with ""child-like"" practices that are easily handled by Scratch. Let's press those other languages to become more like Scratch! ;-) --Jens"
2230	9388	What are the worst Scratch programming practices ?	4/29/11 14:30	"I understand your point and pretty much agree with it. I use these 'best practices' to show students how they can improve their projects. If you cannot convince them that what you propose makes their scripts better, then they will not use it. There is nothing wrong with teaching students to organize and tidy-up things. I also have another goal in mind. After Scratch, my students move to a non-graphical language in which, for example, indentation and variable types matter. So, I want to make them aware of things issues to help them with the transition."
2344	9388	What are the worst Scratch programming practices ?	7/7/11 10:30	"On Nested If's: I agree with Jens comment: ""I'd rather read a stack of simple conditions than a cluttered mess of nested ones.""  Readability trumps performance in my mind for kids just starting to learn.  The question I ask is which better facilitates understanding? Talking To Yourself (A Good Habit): I like to have kids read their code out loud.  Especially when trying to debug a problem.  I will also ask them to explain what each tile will do and at times point/draw/explain what will happen when that particular block executes.  Early in my career, I had a mentor tell me to ""think like a computer"" and later in my career I had someone suggest I code out loud to try and understand what it does.  I was amazed at how much reading out loud helped me. For one it slowed down my thinking and forced me to focus line by line instead of imagining what the next large chunk of code would do. I was often wrong when I guessed, especially since when I started to guess because it wasn't doing what I expected, I had the wrong mental model/image of what was going on. First Do the simplest thing possible to make it work, then refactor -  Kids are motivated to get someting to do what they want (play a game, imitate Mario Bros, etc). Now the question is once they accomplished what they care about, how do you get them to the ""hard fun"" and have them refactor (which I will define as: clean up their code to improve readability, reduce complexity and increase maintainabilty)? Good quesiton, suggestions welcomed ;) As they now have accomplished their goal, what is the point (ie: why should the kids care, if it does the same thing).  One way I try and deal with this is if multiple kids are working on the same task and one accomplishes it with a ""more elegant"" script, is to have the the one kid show their script to the rest of the class. I may then also add specific words and comments as to why I like that script and how it is much better than one I wrote (I always try to make myself the fool as opposed to one of the kids, plus it comes naturally to me ;) User Defined Procedures/Blocks: Amen.  This is really needed.  Also something akin to siblings in Etoys where sprites share a common script (but the variable values can be different) would be very useful and avoid the copy and paste we are teaching (a really Bad Habit, I see too often, and I'm not talking about kids I am talking about ""professional programmers"".) ""What is the best method to obtain the solution to a problem? The answer is, any way that works"" - Richard Feynman New Textbooks for the ""New"" Mathematics."
2347	9388	What are the worst Scratch programming practices ?	7/7/11 16:59	"Stephen, interesting remarks. I like the read-aloud idea, I will try it in my next classes. Re.First do the simplest .... Yes, it is hard to get the kids to put back their code on the workbench for the sake of ""easthetic"" improvement.  I wonder if I should try to get them to read their code a couple of weeks later, to get them to experience how hard it is to decipher programmer's intentions  ""from the outside"", therefore persuading them that a bit of tyding is useful. To all: thanks for your contributions - despite my silence I have been watching this and hopefully will incorporate this in my next classes !"
2689	9388	What are the worst Scratch programming practices ?	10/14/11 12:15	"I agree with most of the thoughts about good and bad practices here, except one. Commenting your code is a practice that is never too early to implement. Commenting the code makes the code more readable; not only for the coder, but for anyone who reads it. Have you ever looked at a Scratch project that had no comments in the code? Was you able to follow it; to understand what was happening? I'm sure some people can, but not everyone will be as familiar with the code. Coding comments also helps the coder throughout their coding processes.  Have you ever stopped in the middle of a project, only to find when you came back you had to refresh your memory about what you were doing and what you wanted to do next? Along with commenting the code, I also have students keep a journal for each project which will contain the basic concept for their project, notes, questions, needs, and a psuedocode workup. Another great reson for code commenting is your students are using/improving thier language skills."
3298	9388	What are the worst Scratch programming practices ?	7/9/12 22:51	"I'm a little late getting to this thread, but if anyone is still interested... In my colllege CS courses I tell my students that any time I'm tempted to put a comment in my own code, I take that as a sign that I should rewrite that section of code instead, to be less clever. This isn't because I don't want program documentation.  But I want it to be high-level, a text file separate from the program that explains its data structures, the large structure of the program, the user interface, and so on.  Along with reasons, if known, why things are organized this way rather than some other way. None of that lends itself to inline comments in the code. As for the other things, I agree with Jens that for kid programmers (up through age 18 or so) there's no such thing as a bad programming practice.  There are better programming practices, and sometimes I'll try to teach one to a particular kid.  But presenting kids with the sort of list of commandments attempted in this thread just makes programming skool, instead of being fun."
3834	9388	What are the worst Scratch programming practices ?	2/10/13 8:15	"Whenever possible code should be self documenting and require a minimal number of comments.... (As code gets older these comments will often get copied and then the code underneath modified away from the original meaning). A functional call with a descriptive name is often better than a comment.  Having said that, any time you make assumption you should document them with comments... Here is a typical monolithic program with everything in one procedure....It is documented with comments, but compare it with below... Here is a more modularized approach... The main routine is shorter and you only need to concern yourself with the external calls if there is a problem in that code, and then you have a smaller chunk of code to deal with.  Incidentally, this code is just to illustrate a point, it can certainly be improved.. Also if you are using BYOB, do yourself a favor and create this block (it is just a function block named ""//"" with a text input field): It will allow you to insert comments in blocks or anywhere."
2161	9410	Advocating for Scratch	3/27/11 13:07	"In this conversation, Karen made the excellent point that while Scratch is a cool thing on its own, its advocacy is about more than introducing students to computer programming. I am wondering if anyone has put together supportive reasearch, summary papers, or proposals in advocating for Scratch with district decision makers, including the thinking, creating, and self-motivated learning aspects.   If so, would you be willing to share them here? Frank Sabaté explained his success in supporting Scratch around Barlcelona, Spain this way:  ""I talk to people.""  At what sorts of organizations, conference or meeting sessions have people shared Scratch?  Where should we as teachers be sure that Scratch is on the agenda?"
2169	9410	Advocating for Scratch	3/29/11 4:49	"I am interested in creating a Scratch Computer Programming advocacy group. I believe it would help when speaking with school officials.  Perhaps a loosely formed group that believes in promoting computer programming through the use of Scratch in  the K-12 curriculum. Please respond if you are interested. Thanks, Vicki Gold"
2174	9410	Advocating for Scratch	3/30/11 7:40	Last week for some unknown reason the department of education in Queensland Australia blocked the Scratch site to students. Getting an explanation is impossible but I'll wager a strong message from the Scratch team might wake them up. Kids I teach in Special Education are flabbergasted.
2175	9410	Advocating for Scratch	3/30/11 21:38	"I am definitely very interested in furthering the goal of promoting computer programming in K-12 education.  I would be happy to participate in any advocacy group. I am currently a member of CSTA (Computer Science Teachers Assocation  http://csta.acm.org/ ), whoes main goal is to promote the teaching of computer science (in K-12).  I am presently running for a position on the board as the K-8 representative. I believe that computer science, which is at the core of the development of new technologies, should be taught to all students. Teaching computer science is essential to the development of critical thinking and problem solving skills. Computers are an integral part of life in the 21st century, and our schools have an obligation to prepare our students for the future. Traditionally, students are first exposed to computer science in high school as part of an AP computer science class. However, I believe it is extremely important to grab students’ attention long before their first AP course. Consequently, I believe that the age which students are taught critical computer skills is an important issue.  It seems that Scratch would  be the ideal avenue for introducing younger students to basic programming concepts while at the same time igniting their curiosity and imagination. In regards to advocacy, the first step would be to push for legislation that requires computer skills in the k-12 curriculum.  A bill had been proposed, The Computer Science Education Act (of 2010), http://www.govtrack.us/congress/bill.xpd?bill=h111-5929, but did not make past committee.  I believe a more united effort is needed for this to come to fruition.  Lets work together to make this happen for our students and our schools."
2176	9410	Advocating for Scratch	3/30/11 21:50	"Hi Vicki, Let's talk! :) Patrice"
2181	9410	Advocating for Scratch	4/1/11 13:04	"Interesting to think about your coments in comparison to the newly elevated profile for engineering in US elementary schools.  It is part of our (Minnesota) science standards, but we have no state standards for technology or computer science. How did that leaf of the STEM (Science Math Engineeering Technology) conversation move forward?"
2182	9410	Advocating for Scratch	4/2/11 20:23	"I feel that Scratch is a great way of introducing CS into schools.  In Scotland the education system has for a good few years now always had some form of computing on the curriculum.  Until the recent change it was the 5-14 curriculum and this for part had use of Logo to teach children about control etc.   Now there has been a change and the new curriculum still mentions to an extent control but moreso there is a specific CS element of it,which incorporates playing games through to making games http://www.ltscotland.org.uk/learningteachingandassessment/curriculumareas/technologies/eandos/index.asp I am now looking at getting more schools on board with Scratch through my PhD and primary school children's learning."
2232	9410	Advocating for Scratch	5/1/11 6:48	"Since Karen Randall has decided to end her participation in the monthly ScratchPLC meetings, Patrice Gans and I thought this might be the perfect time to see if the group would be interested in taking on more of a community activist role. The group would be comprised of like-minded educators whose goal is to effect change on the grass roots level to promote computer programming in the K-12 curriculum, in after-school programs, and in the home. As a whole, we do not have to be a homogeneous group to be effective; we can come from different perspectives, have different agendas, and have different teaching and learning styles. What we will have in common is a desire to promote the use of Scratch as a means by which to facilitate substantive changes to the approach to how we teach 21st Century skills. Please respond if you are interested. Thanks, Vicki Gold"
2233	9410	Advocating for Scratch	5/1/11 18:44	"Hi Vicki I am greatly interested in what you would like to do, bringing scratch to schools is my main interest(see below) Amanda :)"
2254	9410	Advocating for Scratch	7/23/11 6:48	Disregard -  pushed the save button twice.
2255	9410	Advocating for Scratch	5/17/11 4:07	"Hi, Amanda and Keith I'm sorry I haven't gotten back to you sooner, but with the school term coming to an end I've been very busy. Patrice and I are planning to put a first draft action proposal together for mid-June. If you are interested let's talk before that. Tell us when is a good time to skype. Thanks, Vicki"
2285	9410	Advocating for Scratch	5/27/11 16:45	Vicki Sorry for taking so long to get back been busy getting a paper about Scratch fnished for a conference later on this year. I am happy to skype and best time for me is usually around/after 7pm (GMT) as im not sure skype is easily accessible in unviersity. Amanda
2183	9442	Where to Buy Picoboards in the U.S. (or anywhere) these days?	4/5/11 6:21	"Hi Alfia, Unfortunately, Sparkfun is the only place that I know of... K"
2186	9442	Where to Buy Picoboards in the U.S. (or anywhere) these days?	4/5/11 12:08	"Hi Karen, I contacted them directly and they said they should have some in next month.  :-)  There are several other places to get them online, but they're all out of the U.S. Alfia"
2180	9453	How can Scratch be used in journalism and writing classes?	4/1/11 12:32	"Kim suggested looking at the following Scratch project to get a sense for how to ""blog"" in Scratch. http://scratch.mit.edu/projects/journogeek/226714"
2190	9453	How can Scratch be used in journalism and writing classes?	4/8/11 11:14	"I showed my news writing class a New York Times game about national landmarks in NYC, and thought we could do something like it locally. It showed two images of two locations side by side, such as the Chrysler building and the GM building. The reader had to click on the one that was a national landmark. The game told you if you were right or wrong. It could've been a lot better, however, if it told you why and given you more information. It just said right or wrong."
2194	9458	"Scratch Educator Meetup @ MIT: Saturday, April 16, 2011"	4/13/11 16:34	I would like to do a breakout session around assessment. Thinking about questions like: How do you assess your students' projects?  How do you identify what areas they could improve upon or where they need to be challenged more? How do you assess your own Scratch activities? Anyone interested? Looking forward to the Meetup!
2196	9458	"Scratch Educator Meetup @ MIT: Saturday, April 16, 2011"	4/14/11 12:19	I would like to do a breakout session around building games in Scratch. I'd also be interested in meeting other people from high schools using Scratch in school or out of school.
2197	9458	"Scratch Educator Meetup @ MIT: Saturday, April 16, 2011"	4/14/11 12:20	I am also (Ricarose) interested in learning how to look at a Scratch project and take the student to the next level - whatever is right for that person... I know this is not a simple process...
2198	9458	"Scratch Educator Meetup @ MIT: Saturday, April 16, 2011"	4/14/11 13:15	"Ah, my apologies, we sent out the wrong link for the NYC meetup, pointing to this thread -- if you're looking for the NYC meetup, the discussion area for that is at http://scratched.media.mit.edu/discussions/scratch-educator-meetups/nyc-scratch-educator-meetup-columbia-university-thursday-april-"
2191	9514	Question regarding lists	4/9/11 12:23	"I tried a loop with random numbers... More than 8300 and still counting... No limit? But CPU load was 40-50% on my old Acer Aspire 5110,  where are the values stored? No increasing memory allocation... magic :) /Anders"
3289	9514	Question regarding lists	7/13/12 14:31	"The practicle answer is that longer lists create longer wait times when opening or saving a Scratch project. How long do you or others want to wait? Usually, not very long at all. Here is a link to one of my projects that uses several large lists. Download it, then open it in Scratch to see what I mean about slow loading. I split the data into several big lists instead of one huge list to make it easier to deal with whenm coding."
3318	9514	Question regarding lists	7/14/12 4:54	Never used squeak but imagine its memory management is similar to other languages in which case your limit is the memory limits of the machine. Modern machines have gigabytes of memory and 8300 numbers would only be kilobytes of space. The reason the memory allocation isn't increasing is becasue the memory manager would allocate blocks of memory. If you carried going you'd evenually see the memory usage increase but in large increments.
2223	9528	"NYC Scratch Educator Meetup @ Columbia University: Thursday, April 28, 2011"	4/26/11 9:02	And I'll be giving a talk the night before -- http://scratched.media.mit.edu/sites/default/files/Columbia.pdf
2212	9554	Learning to Teach Programming using Scratch	4/18/11 10:01	"Hi Christian, You might be interested in this article http://web.media.mit.edu/~jmaloney/papers/AliceGreenfootScratch.pdf that discusses the differences between Scratch and Alice. As for curricular sequences, I'd recommend exploring the Resources section of ScratchEd. Some resources that you might find useful are: http://scratched.media.mit.edu/resources/getting-started-guide http://scratched.media.mit.edu/resources/exploring-computer-science http://scratched.media.mit.edu/resources/video-courses-learnscratchorg http://cs4hs.media.mit.edu/resources.html As for professional development, we host monthly meetups at MIT, if you're in the Boston area. We'll also be hosting longer-format sessions this summer, such as the 3-day Creative Computing workshop. Hope that helps! K"
2213	9554	Learning to Teach Programming using Scratch	4/18/11 12:16	"Short answer is yes, there are ways to connect Scratch to programming.  I'm not seeing how to post documents to this forum so the following links may be of interest: 1) Scratch / Alice / Greenfoot / Java topics and a path through freely available tools: - https://files.me.com/javageek/c5sk7y (461KB PDF) 2) Scratch to Greenfoot - using a game as an example of programming concepts from Scratch to Java - https://files.me.com/javageek/pe88f7 (7MB PDF) I usually suggest that not all students will want to become programmers, any more than each person that likes to look at stars will want to become a professional telescope builder.  We need people skilled in building telescopes and using telescopes, but a lot of people will simply want to enjoy the end result and the ability to peer into the universe at their fingertips.  Correspondingly, it's important for students to understand how programming works and examples like Scratch extended to BYOB (http://inst.eecs.berkeley.edu/~cs10/sp11/) for CS Principles (http://csprinciples.org) pilot courses as introduction to programming and computer science, those are good examples of Scratch as a ""low floor"" entry point for the topics.  I'm very interested in the problem solving skills and creativity it takes to go from a blank (scratch, alice, greenfoot, other...) project to a working game, simulation or story that's fun and/or useful.  There are programming and problem solving pieces that go into making that game, story or simulation, and you can certainly get students started on that path with Scratch, and continue on to various programming topics as part of the problem solving / creative objectives."
2207	9562	Scratch contests?	4/15/11 20:37	"I was hoping to host a Scratch programming compeitition for 3rd-6th graders this year but it is looking like it has been pushed to next year. I was planning to create a bunch of debug it and connect it problems for the students to solve in pairs. Additionally, some written problems for more advanced students. My plan was to have judges assign points by visual inspection only. We are hoping for about 100 participants. What age group are you working with?"
2208	9562	Scratch contests?	4/15/11 22:47	"At our Scratch Day event last year, one area of the event space was dedicated to live coding activities - a challenge is issued and two Scratchers' processes of implementing a solution to the challenge are projected for others to watch. It's more exhibition than competition, but has an interesting feeling of excitement. I like it because it's a nice way to celebrate multiple ways of doing things."
